"","accepted_name","verbatim_name","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","fishbase_name"
"1","Lycodapus poecilus","Lycodapus poecilus","accepted","Lycodapus poecilus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279394,NA,"Lycodapus poecilus"
"2","Thyriscus anoplus","Thyriscus anoplus","accepted","Thyriscus anoplus",NA,"species","Actinopteri","Perciformes","Cottidae","Thyriscus",TRUE,FALSE,FALSE,282971,NA,"Thyriscus anoplus"
"3","Icelus uncinalis","Icelus uncinalis","accepted","Icelus uncinalis",NA,"species","Actinopteri","Perciformes","Cottidae","Icelus",TRUE,FALSE,FALSE,274388,NA,"Icelus uncinalis"
"4","Bolinia euryptera","Bolinia euryptera","accepted","Bolinia euryptera",NA,"species","Actinopteri","Perciformes","Cottidae","Bolinia",TRUE,FALSE,FALSE,398458,NA,"Bolinia euryptera"
"5","Careproctus ectenes","Careproctus ectenes","accepted","Careproctus ectenes",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274424,NA,"Careproctus ectenes"
"6","Icelus euryops","Icelus euryops","accepted","Icelus euryops",NA,"species","Actinopteri","Perciformes","Cottidae","Icelus",TRUE,FALSE,FALSE,274379,NA,"Icelus euryops"
"7","Triglops metopias","Triglops metopias","accepted","Triglops metopias",NA,"species","Actinopteri","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,274400,NA,"Triglops metopias"
"8","Triglops xenostethus","Triglops xenostethus","accepted","Triglops xenostethus",NA,"species","Actinopteri","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,274401,NA,"Triglops xenostethus"
"9","Archistes biseriatus","Archistes biseriatus","accepted","Archistes biseriatus",NA,"species","Actinopteri","Perciformes","Cottidae","Archistes",TRUE,FALSE,FALSE,279679,NA,"Archistes biseriatus"
"10","Malacocottus aleuticus","Malacocottus aleuticus","accepted","Malacocottus aleuticus",NA,"species","Actinopteri","Perciformes","Psychrolutidae","Malacocottus",TRUE,FALSE,FALSE,279440,NA,"Malacocottus aleuticus"
"11","Scopelosaurus adleri","Scopelosaurus adleri","accepted","Scopelosaurus adleri",NA,"species","Actinopteri","Aulopiformes","Notosudidae","Scopelosaurus",TRUE,FALSE,FALSE,254552,NA,"Scopelosaurus adleri"
"12","Nalbantichthys elongatus","Nalbantichthys elongatus","accepted","Nalbantichthys elongatus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Nalbantichthys",TRUE,FALSE,FALSE,281630,NA,"Nalbantichthys elongatus"
"13","Myoxocephalus niger","Myoxocephalus niger","accepted","Myoxocephalus niger",NA,"species","Actinopteri","Perciformes","Cottidae","Myoxocephalus",TRUE,FALSE,FALSE,274392,NA,"Myoxocephalus niger"
"14","Opaeophacus acrogeneius","Opaeophacus acrogeneius","accepted","Opaeophacus acrogeneius",NA,"species","Actinopteri","Perciformes","Zoarcidae","Opaeophacus",TRUE,FALSE,FALSE,281887,NA,"Opaeophacus acrogeneius"
"15","Lycodapus psarostomatus","Lycodapus psarostomatus","accepted","Lycodapus psarostomatus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279395,NA,"Lycodapus psarostomatus"
"16","Lycenchelys ratmanovi","Lycenchelys ratmanovi","accepted","Lycenchelys ratmanovi",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycenchelys",TRUE,FALSE,FALSE,254594,NA,"Lycenchelys ratmanovi"
"17","Lampanyctus crypticus","Nannobrachium crypticum","unaccepted","Nannobrachium crypticum",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium",TRUE,FALSE,FALSE,275860,NA,"Lampanyctus crypticus"
"18","Careproctus lycopersicus","Careproctus lycopersicus","accepted","Careproctus lycopersicus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,834999,NA,"Careproctus lycopersicus"
"19","Careproctus abbreviatus","Careproctus abbreviatus","accepted","Careproctus abbreviatus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274402,NA,"Careproctus abbreviatus"
"20","Leuroglossus callorhini","Leuroglossus callorhini","accepted","Leuroglossus callorhini",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",TRUE,FALSE,FALSE,712445,NA,"Leuroglossus callorhini"
"21","Paraliparis holomelas","Paraliparis holomelas","accepted","Paraliparis holomelas",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274583,NA,"Paraliparis holomelas"
"22","Careproctus spectrum","Careproctus spectrum","accepted","Careproctus spectrum",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274477,NA,"Careproctus spectrum"
"23","Alectridium aurantiacum","Alectridium aurantiacum","accepted","Alectridium aurantiacum",NA,"species","Actinopteri","Perciformes","Stichaeidae","Alectridium",TRUE,FALSE,FALSE,254574,NA,"Alectridium aurantiacum"
"24","Gyrinichthys minytremus","Gyrinichthys minytremus","accepted","Gyrinichthys minytremus",NA,"species","Actinopteri","Perciformes","Liparidae","Gyrinichthys",TRUE,FALSE,FALSE,280969,NA,"Gyrinichthys minytremus"
"25","Liparis bristolensis","Liparis bristolensis","accepted","Liparis bristolensis",NA,"species","Actinopteri","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,254546,NA,"Liparis bristolensis"
"26","Dolichopteryx parini","Dolichopteryx parini","accepted","Dolichopteryx parini",NA,"species","Actinopteri","Argentiniformes","Opisthoproctidae","Dolichopteryx",TRUE,FALSE,FALSE,272937,NA,"Dolichopteryx parini"
"27","Lampanyctus crypticus","Lampanyctus crypticus","accepted","Lampanyctus crypticus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,1525477,NA,"Lampanyctus crypticus"
"28","Careproctus pycnosoma","Careproctus pycnosoma","accepted","Careproctus pycnosoma",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274462,NA,"Careproctus pycnosoma"
"29","Paraliparis deani","Paraliparis deani","accepted","Paraliparis deani",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274570,NA,"Paraliparis deani"
"30","Myoxocephalus verrucosus","Myoxocephalus verrucosus","accepted","Myoxocephalus verrucosus",NA,"species","Actinopteri","Perciformes","Cottidae","Myoxocephalus",TRUE,FALSE,FALSE,274395,NA,"Myoxocephalus scorpius"
"31","Paraliparis bullacephalus","Paraliparis bullacephalus","accepted","Paraliparis bullacephalus",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,474965,NA,"Paraliparis bullacephalus"
"32","Liparis micraspidophorus","Liparis micraspidophorus","accepted","Liparis micraspidophorus",NA,"species","Actinopteri","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274525,NA,"Liparis micraspidophorus"
"33","Porocottus mednius","Porocottus mednius","accepted","Porocottus mednius",NA,"species","Actinopteri","Perciformes","Cottidae","Porocottus",TRUE,FALSE,FALSE,254383,NA,"Porocottus mednius"
"34","Pholis schultzi","Pholis schultzi","accepted","Pholis schultzi",NA,"species","Actinopteri","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,273693,NA,"Pholis schultzi"
"35","Sarda lineolata","Sarda lineolata","accepted","Sarda lineolata",NA,"species","Actinopteri","Scombriformes","Scombridae","Sarda",TRUE,FALSE,FALSE,304449,NA,"Sarda lineolata"
"36","Paricelinus hopliticus","Paricelinus hopliticus","accepted","Paricelinus hopliticus",NA,"species","Actinopteri","Perciformes","Cottidae","Paricelinus",TRUE,FALSE,FALSE,282147,NA,"Paricelinus hopliticus"
"37","Xeneretmus triacanthus","Xeneretmus triacanthus","accepted","Xeneretmus triacanthus",NA,"species","Actinopteri","Perciformes","Agonidae","Xeneretmus",TRUE,FALSE,FALSE,283174,NA,"Xeneretmus triacanthus"
"38","Lumpenopsis hypochroma","Lumpenopsis hypochroma","accepted","Lumpenopsis hypochroma",NA,"species","Actinopteri","Perciformes","Stichaeidae","Lumpenopsis",TRUE,FALSE,FALSE,281437,NA,"Lumpenopsis hypochroma"
"39","Lycodapus dermatinus","Lycodapus dermatinus","accepted","Lycodapus dermatinus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279387,NA,"Lycodapus dermatinus"
"40","Coryphaenoides liocephalus","Coryphaenoides liocephalus","accepted","Coryphaenoides liocephalus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272334,NA,"Coryphaenoides liocephalus"
"41","Lycenchelys micropora","Lycenchelys micropora","accepted","Lycenchelys micropora",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycenchelys",TRUE,FALSE,FALSE,274073,NA,"Lycenchelys micropora"
"42","Chirolophis tarsodes","Chirolophis tarsodes","accepted","Chirolophis tarsodes",NA,"species","Actinopteri","Perciformes","Stichaeidae","Chirolophis",TRUE,FALSE,FALSE,273991,NA,"Chirolophis tarsodes"
"43","Careproctus longifilis","Careproctus longifilis","accepted","Careproctus longifilis",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274437,NA,"Careproctus longifilis"
"44","Ernogrammus walkeri","Ernogrammus walkeri","accepted","Ernogrammus walkeri",NA,"species","Actinopteri","Perciformes","Stichaeidae","Ernogrammus",TRUE,FALSE,FALSE,280706,NA,"Ernogrammus walkeri"
"45","Rathbunella alleni","Rathbunella alleni","accepted","Rathbunella alleni",NA,"species","Actinopteri","Perciformes","Bathymasteridae","Rathbunella",TRUE,FALSE,FALSE,282555,NA,"Rathbunella alleni"
"46","Plagiogrammus hopkinsii","Plagiogrammus hopkinsii","accepted","Plagiogrammus hopkinsii",NA,"species","Actinopteri","Perciformes","Stichaeidae","Plagiogrammus",TRUE,FALSE,FALSE,282265,NA,"Plagiogrammus hopkinsii"
"47","Careproctus ovigerus","Careproctus ovigerus","accepted","Careproctus ovigerus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274454,NA,"Careproctus ovigerus"
"48","Ulvicola sanctaerosae","Ulvicola sanctaerosae","accepted","Ulvicola sanctaerosae",NA,"species","Actinopteri","Perciformes","Pholidae","Ulvicola",TRUE,FALSE,FALSE,322270,NA,"Ulvicola sanctaerosae"
"49","Paraliparis albescens","Paraliparis albescens","accepted","Paraliparis albescens",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274547,NA,"Paraliparis albescens"
"50","Lycenchelys callista","Lycenchelys callista","accepted","Lycenchelys callista",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycenchelys",TRUE,FALSE,FALSE,274060,NA,"Lycenchelys callista"
"51","Esselenichthys laurae","Esselenichthys laurae","accepted","Esselenichthys laurae",NA,"species","Actinopteri","Perciformes","Stichaeidae","Esselenichthys",TRUE,FALSE,FALSE,280719,NA,"Esselenichthys laurae"
"52","Paraliparis megalopus","Paraliparis megalopus","accepted","Paraliparis megalopus",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274595,NA,"Paraliparis megalopus"
"53","Stemonosudis elegans","Stemonosudis elegans","accepted","Stemonosudis elegans",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Stemonosudis",TRUE,FALSE,FALSE,220335,NA,"Stemonosudis elegans"
"54","Careproctus microstomus","Careproctus microstomus","accepted","Careproctus microstomus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274446,NA,"Careproctus microstomus"
"55","Paraliparis mento","Paraliparis mento","accepted","Paraliparis mento",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274597,NA,"Paraliparis mento"
"56","Lampanyctus hawaiiensis","Lampanyctus hawaiiensis","accepted","Lampanyctus hawaiiensis",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,1525480,NA,"Lampanyctus hawaiiensis"
"57","Radulinus vinculus","Radulinus vinculus","accepted","Radulinus vinculus",NA,"species","Actinopteri","Perciformes","Cottidae","Radulinus",TRUE,FALSE,FALSE,282544,NA,"Radulinus vinculus"
"58","Pachycara karenae","Pachycara karenae","accepted","Pachycara karenae",NA,"species","Actinopteri","Perciformes","Zoarcidae","Pachycara",TRUE,FALSE,FALSE,834993,NA,"Pachycara karenae"
"59","Rimicola eigenmanni","Rimicola eigenmanni","accepted","Rimicola eigenmanni",NA,"species","Actinopteri","Gobiesociformes","Gobiesocidae","Rimicola",TRUE,FALSE,FALSE,282616,NA,"Rimicola eigenmanni"
"60","Gigantactis macronema","Gigantactis macronema","accepted","Gigantactis macronema",NA,"species","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis",TRUE,FALSE,FALSE,159156,NA,"Gigantactis macronema"
"61","Decapterus scombrinus","Decapterus scombrinus","accepted","Decapterus scombrinus",NA,"species","Actinopteri","Carangiformes","Carangidae","Decapterus",TRUE,FALSE,FALSE,273280,NA,"Decapterus muroadsi"
"62","Lampanyctus steinbecki","Lampanyctus steinbecki","accepted","Lampanyctus steinbecki",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,272717,NA,"Lampanyctus steinbecki"
"63","Gobiesox papillifer","Gobiesox papillifer","accepted","Gobiesox papillifer",NA,"species","Actinopteri","Gobiesociformes","Gobiesocidae","Gobiesox",TRUE,FALSE,FALSE,275676,NA,"Gobiesox papillifer"
"64","Paraliparis nassarum","Paraliparis nassarum","accepted","Paraliparis nassarum",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274601,NA,"Paraliparis nassarum"
"65","Bassozetus levistomatus","Bassozetus levistomatus","accepted","Bassozetus levistomatus",NA,"species","Actinopteri","Ophidiiformes","Ophidiidae","Bassozetus",TRUE,FALSE,FALSE,272790,NA,"Bassozetus levistomatus"
"66","Mentodus eubranchus","Mentodus eubranchus","accepted","Mentodus eubranchus",NA,"species","Actinopteri","Alepocephaliformes","Platytroctidae","Mentodus",TRUE,FALSE,FALSE,272950,NA,"Mentodus eubranchus"
"67","Gigantactis microdontis","Gigantactis microdontis","accepted","Gigantactis microdontis",NA,"species","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis",TRUE,FALSE,FALSE,272567,NA,"Gigantactis microdontis"
"68","Diaphus pacificus","Diaphus pacificus","accepted","Diaphus pacificus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272684,NA,"Diaphus pacificus"
"69","Lycenchelys monstrosa","Lycenchelys monstrosa","accepted","Lycenchelys monstrosa",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycenchelys",TRUE,FALSE,FALSE,274074,NA,"Lycenchelys monstrosa"
"70","Citharichthys fragilis","Citharichthys fragilis","accepted","Citharichthys fragilis",NA,"species","Actinopteri","Pleuronectiformes","Paralichthyidae","Citharichthys",TRUE,FALSE,FALSE,275687,NA,"Citharichthys fragilis"
"71","Himantolophus nigricornis","Himantolophus nigricornis","accepted","Himantolophus nigricornis",NA,"species","Actinopteri","Lophiiformes","Himantolophidae","Himantolophus",TRUE,FALSE,FALSE,272583,NA,"Himantolophus nigricornis"
"72","Liparis adiastolus","Liparis adiastolus","accepted","Liparis adiastolus",NA,"species","Actinopteri","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274498,NA,"Liparis adiastolus"
"73","Cetichthys parini","Cetichthys parini","accepted","Cetichthys parini",NA,"species","Actinopteri","Beryciformes","Cetomimidae","Cetichthys",TRUE,FALSE,FALSE,277899,NA,"Cetichthys parini"
"74","Osteodiscus cascadiae","Osteodiscus cascadiae","accepted","Osteodiscus cascadiae",NA,"species","Actinopteri","Perciformes","Liparidae","Osteodiscus",TRUE,FALSE,FALSE,281946,NA,"Osteodiscus cascadiae"
"75","Careproctus oregonensis","Careproctus oregonensis","accepted","Careproctus oregonensis",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274452,NA,"Careproctus oregonensis"
"76","Taranetzella lyoderma","Taranetzella lyoderma","accepted","Taranetzella lyoderma",NA,"species","Actinopteri","Perciformes","Zoarcidae","Taranetzella",TRUE,FALSE,FALSE,282925,NA,"Taranetzella lyoderma"
"77","Careproctus filamentosus","Careproctus filamentosus","accepted","Careproctus filamentosus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274428,NA,"Careproctus filamentosus"
"78","Paraliparis latifrons","Paraliparis latifrons","accepted","Paraliparis latifrons",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274591,NA,"Paraliparis latifrons"
"79","Lycenchelys pearcyi","Lycenchelys pearcyi","accepted","Lycenchelys pearcyi",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycenchelys",TRUE,FALSE,FALSE,274076,NA,"Lycenchelys pearcyi"
"80","Pachycara bulbiceps","Pachycara bulbiceps","accepted","Pachycara bulbiceps",NA,"species","Actinopteri","Perciformes","Zoarcidae","Pachycara",TRUE,FALSE,FALSE,127121,NA,"Pachycara bulbiceps"
"81","Gigantactis gargantua","Gigantactis gargantua","accepted","Gigantactis gargantua",NA,"species","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis",TRUE,FALSE,FALSE,272560,NA,"Gigantactis gargantua"
"82","Pallasina aix","Pallasina aix","accepted","Pallasina aix",NA,"species","Actinopteri","Perciformes","Agonidae","Pallasina",TRUE,FALSE,FALSE,313558,NA,"Pallasina barbata"
"83","Plectroglyphidodon sindonis","Plectroglyphidodon sindonis","accepted","Plectroglyphidodon sindonis",NA,"species","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Plectroglyphidodon",TRUE,FALSE,FALSE,277234,NA,"Plectroglyphidodon sindonis"
"84","Bathylagoides nigrigenys","Bathylagoides nigrigenys","accepted","Bathylagoides nigrigenys",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Bathylagoides",TRUE,FALSE,FALSE,712443,NA,"Bathylagoides nigrigenys"
"85","Cheilopogon californicus","Cheilopogon californicus","accepted","Cheilopogon californicus",NA,"species","Actinopteri","Beloniformes","Exocoetidae","Cheilopogon",TRUE,FALSE,FALSE,300136,NA,"Cheilopogon californicus"
"86","Paraclinus walkeri","Paraclinus walkeri","accepted","Paraclinus walkeri",NA,"species","Actinopteri","Blenniiformes","Labrisomidae","Paraclinus",TRUE,FALSE,FALSE,282037,NA,"Paraclinus walkeri"
"87","Gobiesox eugrammus","Gobiesox eugrammus","accepted","Gobiesox eugrammus",NA,"species","Actinopteri","Gobiesociformes","Gobiesocidae","Gobiesox",TRUE,FALSE,FALSE,275669,NA,"Gobiesox eugrammus"
"88","Bairdiella icistia","Bairdiella icistia","accepted","Bairdiella icistia",NA,"species","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Bairdiella",TRUE,TRUE,FALSE,276071,NA,"Bairdiella icistia"
"89","Rimicola dimorpha","Rimicola dimorpha","accepted","Rimicola dimorpha",NA,"species","Actinopteri","Gobiesociformes","Gobiesocidae","Rimicola",TRUE,FALSE,FALSE,282615,NA,"Rimicola dimorpha"
"90","Rimicola sila","Rimicola sila","accepted","Rimicola sila",NA,"species","Actinopteri","Gobiesociformes","Gobiesocidae","Rimicola",TRUE,FALSE,FALSE,282618,NA,"Rimicola sila"
"91","Grammonus diagrammus","Grammonus diagrammus","accepted","Grammonus diagrammus",NA,"species","Actinopteri","Ophidiiformes","Bythitidae","Grammonus",TRUE,FALSE,FALSE,272770,NA,"Grammonus diagrammus"
"92","Cryptotrema corallinum","Cryptotrema corallinum","accepted","Cryptotrema corallinum",NA,"species","Actinopteri","Blenniiformes","Labrisomidae","Cryptotrema",TRUE,FALSE,FALSE,280447,NA,"Cryptotrema corallinum"
"93","Hyporhamphus rosae","Hyporhamphus rosae","accepted","Hyporhamphus rosae",NA,"species","Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus",TRUE,TRUE,TRUE,272195,NA,"Hyporhamphus rosae"
"94","Eptatretus fritzi","Eptatretus fritzi","accepted","Eptatretus fritzi",NA,"species","Myxini","Myxiniformes","Myxinidae","Eptatretus",TRUE,FALSE,FALSE,279280,NA,"Eptatretus fritzi"
"95","Myxine hubbsi","Myxine hubbsi","accepted","Myxine hubbsi",NA,"species","Myxini","Myxiniformes","Myxinidae","Myxine",TRUE,FALSE,FALSE,271304,NA,"Myxine hubbsi"
"96","Starksia guadalupae","Starksia guadalupae","accepted","Starksia guadalupae",NA,"species","Actinopteri","Blenniiformes","Labrisomidae","Starksia",TRUE,FALSE,FALSE,276370,NA,"Starksia guadalupae"
"97","Cheilopogon hubbsi","Cheilopogon hubbsi","accepted","Cheilopogon hubbsi",NA,"species","Actinopteri","Beloniformes","Exocoetidae","Cheilopogon",TRUE,FALSE,FALSE,272154,NA,"Cheilopogon hubbsi"
"98","Eptatretus mcconnaugheyi","Eptatretus mcconnaugheyi","accepted","Eptatretus mcconnaugheyi",NA,"species","Myxini","Myxiniformes","Myxinidae","Eptatretus",TRUE,FALSE,FALSE,279287,NA,"Eptatretus mcconnaugheyi"
"99","Anchoa exigua","Anchoa exigua","accepted","Anchoa exigua",NA,"species","Actinopteri","Clupeiformes","Engraulidae","Anchoa",TRUE,FALSE,FALSE,275517,NA,"Anchoa exigua"
"100","Labrisomus wigginsi","Labrisomus wigginsi","accepted","Labrisomus wigginsi",NA,"species","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus",TRUE,FALSE,FALSE,281265,NA,"Labrisomus wigginsi"
"101","Rimicola cabrilloi","Rimicola cabrilloi","accepted","Rimicola cabrilloi",NA,"species","Actinopteri","Gobiesociformes","Gobiesocidae","Rimicola",TRUE,FALSE,FALSE,282614,NA,"Rimicola cabrilloi"
"102","Lampanyctus bristori","Lampanyctus bristori","accepted","Lampanyctus bristori",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,1525474,NA,"Lampanyctus bristori"
"103","Synodus scituliceps","Synodus scituliceps","accepted","Synodus scituliceps",NA,"species","Actinopteri","Aulopiformes","Synodontidae","Synodus",TRUE,FALSE,FALSE,272139,NA,"Synodus scituliceps"
"104","Trachipterus fukuzakii","Trachipterus fukuzakii","accepted","Trachipterus fukuzakii",NA,"species","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",TRUE,FALSE,FALSE,272532,NA,"Trachipterus fukuzakii"
"105","Melanostomias valdiviae","Melanostomias valdiviae","accepted","Melanostomias valdiviae",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Melanostomias",TRUE,FALSE,FALSE,127365,NA,"Melanostomias valdiviae"
"106","Syngnathus insulae","Syngnathus insulae","accepted","Syngnathus insulae",NA,"species","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",TRUE,FALSE,FALSE,275225,NA,"Syngnathus insulae"
"107","Pareques viola","Pareques viola","accepted","Pareques viola",NA,"species","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Pareques",TRUE,FALSE,FALSE,282144,NA,"Pareques viola"
"108","Dactyloscopus heraldi","Dactyloscopus heraldi","accepted","Dactyloscopus heraldi",NA,"species","Actinopteri","Blenniiformes","Dactyloscopidae","Dactyloscopus",TRUE,FALSE,FALSE,712827,NA,"Dactyloscopus heraldi"
"109","Gymnothorax dovii","Gymnothorax dovii","accepted","Gymnothorax dovii",NA,"species","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax",TRUE,FALSE,FALSE,271831,NA,"Gymnothorax dovii"
"110","Trachinotus kennedyi","Trachinotus kennedyi","accepted","Trachinotus kennedyi",NA,"species","Actinopteri","Carangiformes","Carangidae","Trachinotus",TRUE,TRUE,FALSE,273292,NA,"Trachinotus kennedyi"
"111","Etropus peruvianus","Etropus peruvianus","accepted","Etropus peruvianus",NA,"species","Actinopteri","Pleuronectiformes","Paralichthyidae","Etropus",TRUE,FALSE,FALSE,275709,NA,"Etropus peruvianus"
"112","Paraclinus beebei","Paraclinus beebei","accepted","Paraclinus beebei",NA,"species","Actinopteri","Blenniiformes","Labrisomidae","Paraclinus",TRUE,FALSE,FALSE,282018,NA,"Paraclinus beebei"
"113","Pliosteostoma lutipinnis","Pliosteostoma lutipinnis","accepted","Pliosteostoma lutipinnis",NA,"species","Actinopteri","Clupeiformes","Clupeidae","Pliosteostoma",TRUE,FALSE,FALSE,282303,NA,"Pliosteostoma lutipinnis"
"114","Pontinus vaughani","Pontinus vaughani","accepted","Pontinus vaughani",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Pontinus",TRUE,FALSE,FALSE,274695,NA,"Pontinus vaughani"
"115","Scopelarchoides signifer","Scopelarchoides signifer","accepted","Scopelarchoides signifer",NA,"species","Actinopteri","Aulopiformes","Scopelarchidae","Scopelarchoides",TRUE,FALSE,FALSE,217723,NA,"Scopelarchoides signifer"
"116","Gymnothorax panamensis","Gymnothorax panamensis","accepted","Gymnothorax panamensis",NA,"species","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax",TRUE,FALSE,FALSE,271866,NA,"Gymnothorax panamensis"
"117","Cataetyx simus","Cataetyx simus","accepted","Cataetyx simus",NA,"species","Actinopteri","Ophidiiformes","Bythitidae","Cataetyx",TRUE,FALSE,FALSE,272768,NA,"Cataetyx simus"
