"","accepted_name","verbatim_name","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","fishbase_name"
"351","Chromis struhsakeri","Chromis struhsakeri","accepted","Chromis struhsakeri",NA,"species","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Chromis",TRUE,FALSE,FALSE,273757,NA,"Chromis struhsakeri"
"352","Scopelengys clarkei","Scopelengys clarkei","accepted","Scopelengys clarkei",NA,"species","Actinopteri","Myctophiformes","Neoscopelidae","Scopelengys",TRUE,FALSE,FALSE,272737,NA,"Scopelengys clarkei"
"353","Photonectes parvimanus","Photonectes parvimanus","accepted","Photonectes parvimanus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Photonectes",TRUE,FALSE,FALSE,127371,NA,"Photonectes parvimanus"
"354","Eustomias albibulbus","Eustomias albibulbus","accepted","Eustomias albibulbus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275062,NA,"Eustomias albibulbus"
"355","Astronesthes bilobatus","Astronesthes bilobatus","accepted","Astronesthes bilobatus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Astronesthes",TRUE,FALSE,FALSE,275009,NA,"Astronesthes bilobatus"
"356","Arnoglossus debilis","Arnoglossus debilis","accepted","Arnoglossus debilis",NA,"species","Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus",TRUE,FALSE,FALSE,274162,NA,"Arnoglossus debilis"
"357","Eustomias bituberoides","Eustomias bituberoides","accepted","Eustomias bituberoides",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275074,NA,"Eustomias bituberoides"
"358","Eustomias elongatus","Eustomias elongatus","accepted","Eustomias elongatus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275091,NA,"Eustomias elongatus"
"359","Eustomias parini","Eustomias parini","accepted","Eustomias parini",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275123,NA,"Eustomias parini"
"360","Lestidium nudum","Lestidium nudum","accepted","Lestidium nudum",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Lestidium",TRUE,FALSE,FALSE,275833,NA,"Lestidium nudum"
"361","Priolepis aureoviridis","Priolepis aureoviridis","accepted","Priolepis aureoviridis",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Priolepis",TRUE,FALSE,FALSE,276762,NA,"Priolepis aureoviridis"
"362","Eustomias bimargaritoides","Eustomias bimargaritoides","accepted","Eustomias bimargaritoides",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275071,NA,"Eustomias bimargaritoides"
"363","Plectranthias helenae","Plectranthias helenae","accepted","Plectranthias helenae",NA,"species","Actinopteri","Perciformes","Serranidae","Plectranthias",TRUE,FALSE,FALSE,279006,NA,"Plectranthias helenae"
"364","Rosenblattichthys hubbsi","Rosenblattichthys hubbsi","accepted","Rosenblattichthys hubbsi",NA,"species","Actinopteri","Aulopiformes","Scopelarchidae","Rosenblattichthys",TRUE,FALSE,FALSE,126366,NA,"Rosenblattichthys hubbsi"
"365","Ahliesaurus brevis","Ahliesaurus brevis","accepted","Ahliesaurus brevis",NA,"species","Actinopteri","Aulopiformes","Notosudidae","Ahliesaurus",TRUE,FALSE,FALSE,272078,NA,"Ahliesaurus brevis"
"366","Lophiodes bruchius","Lophiodes bruchius","accepted","Lophiodes bruchius",NA,"species","Actinopteri","Lophiiformes","Lophiidae","Lophiodes",TRUE,FALSE,FALSE,278524,NA,"Lophiodes bruchius"
"367","Ventrifossa atherodon","Ventrifossa atherodon","accepted","Ventrifossa atherodon",NA,"species","Actinopteri","Gadiformes","Macrouridae","Ventrifossa",TRUE,FALSE,FALSE,275590,NA,"Ventrifossa atherodon"
"368","Apterichtus flavicaudus","Apterichtus flavicaudus","accepted","Apterichtus flavicaudus",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Apterichtus",TRUE,FALSE,FALSE,271924,NA,"Apterichtus flavicaudus"
"369","Chrionema squamiceps","Chrionema squamiceps","accepted","Chrionema squamiceps",NA,"species","Actinopteri","Perciformes","Percophidae","Chrionema",TRUE,FALSE,FALSE,280180,NA,"Chrionema squamiceps"
"370","Ijimaia plicatellus","Ijimaia plicatellus","accepted","Ijimaia plicatellus",NA,"species","Actinopteri","Ateleopodiformes","Ateleopodidae","Ijimaia",TRUE,FALSE,FALSE,272026,NA,"Ijimaia plicatellus"
"371","Scorpaena pele","Scorpaena pele","accepted","Scorpaena pele",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Scorpaena",TRUE,FALSE,FALSE,274733,NA,"Scorpaena pele"
"372","Eustomias braueri","Eustomias braueri","accepted","Eustomias braueri",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127341,NA,"Eustomias braueri"
"373","Callechelys lutea","Callechelys lutea","accepted","Callechelys lutea",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Callechelys",TRUE,FALSE,FALSE,275470,NA,"Callechelys lutea"
"374","Coelorinchus doryssus","Coelorinchus doryssus","accepted","Coelorinchus doryssus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coelorinchus",TRUE,FALSE,FALSE,280276,NA,"Coelorinchus doryssus"
"375","Kuronezumia bubonis","Kuronezumia bubonis","accepted","Kuronezumia bubonis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Kuronezumia",TRUE,FALSE,FALSE,217772,NA,"Kuronezumia bubonis"
"376","Conger oligoporus","Conger oligoporus","accepted","Conger oligoporus",NA,"species","Actinopteri","Anguilliformes","Congridae","Conger",TRUE,FALSE,FALSE,271746,NA,"Conger oligoporus"
"377","Pteropsaron incisum","Pteropsaron incisum","accepted","Pteropsaron incisum",NA,"species","Actinopteri","Perciformes","Percophidae","Pteropsaron",TRUE,FALSE,FALSE,277644,NA,"Pteropsaron incisum"
"378","Stethopristes eos","Stethopristes eos","accepted","Stethopristes eos",NA,"species","Actinopteri","Zeiformes","Parazenidae","Stethopristes",TRUE,FALSE,FALSE,282885,NA,"Stethopristes eos"
"379","Entomacrodus marmoratus","Entomacrodus marmoratus","accepted","Entomacrodus marmoratus",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Entomacrodus",TRUE,FALSE,FALSE,310506,NA,"Entomacrodus marmoratus"
"380","Cymolutes lecluse","Cymolutes lecluse","accepted","Cymolutes lecluse",NA,"species","Actinopteri","Eupercaria incertae sedis","Labridae","Cymolutes",TRUE,FALSE,FALSE,218968,NA,"Cymolutes lecluse"
"381","Ventrifossa ctenomelas","Ventrifossa ctenomelas","accepted","Ventrifossa ctenomelas",NA,"species","Actinopteri","Gadiformes","Macrouridae","Ventrifossa",TRUE,FALSE,FALSE,275591,NA,"Ventrifossa ctenomelas"
"382","Eustomias macrurus","Eustomias macrurus","accepted","Eustomias macrurus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127346,NA,"Eustomias macrurus"
"383","Bathophilus altipinnis","Bathophilus altipinnis","accepted","Bathophilus altipinnis",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Bathophilus",TRUE,FALSE,FALSE,158845,NA,"Bathophilus altipinnis"
"384","Gadella molokaiensis","Gadella molokaiensis","accepted","Gadella molokaiensis",NA,"species","Actinopteri","Gadiformes","Moridae","Gadella",TRUE,FALSE,FALSE,272466,NA,"Gadella molokaiensis"
"385","Nezumia kensmithi","Nezumia kensmithi","accepted","Nezumia kensmithi",NA,"species","Actinopteri","Gadiformes","Macrouridae","Nezumia",TRUE,FALSE,FALSE,272413,NA,"Nezumia kensmithi"
"386","Linophryne indica","Linophryne indica","accepted","Linophryne indica",NA,"species","Actinopteri","Lophiiformes","Linophrynidae","Linophryne",TRUE,FALSE,FALSE,272594,NA,"Linophryne indica"
"387","Eustomias satterleei","Eustomias satterleei","accepted","Eustomias satterleei",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275136,NA,"Eustomias satterleei"
"388","Enchelyurus brunneolus","Enchelyurus brunneolus","accepted","Enchelyurus brunneolus",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Enchelyurus",TRUE,FALSE,FALSE,276883,NA,"Enchelyurus brunneolus"
"389","Scolecenchelys cookei","Scolecenchelys cookei","accepted","Scolecenchelys cookei",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Scolecenchelys",TRUE,FALSE,FALSE,282712,NA,"Scolecenchelys cookei"
"390","Paraliparis hawaiiensis","Paraliparis hawaiiensis","accepted","Paraliparis hawaiiensis",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,1007123,NA,"Paraliparis hawaiiensis"
"391","Hymenocephalus antraeus","Hymenocephalus antraeus","accepted","Hymenocephalus antraeus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Hymenocephalus",TRUE,FALSE,FALSE,272369,NA,"Hymenocephalus antraeus"
"392","Canthigaster inframacula","Canthigaster inframacula","accepted","Canthigaster inframacula",NA,"species","Actinopteri","Tetraodontiformes","Tetraodontidae","Canthigaster",TRUE,FALSE,FALSE,275254,NA,"Canthigaster inframacula"
"393","Ophichthus kunaloa","Ophichthus kunaloa","accepted","Ophichthus kunaloa",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Ophichthus",TRUE,FALSE,FALSE,271959,NA,"Ophichthus kunaloa"
"394","Malacocephalus hawaiiensis","Malacocephalus hawaiiensis","accepted","Malacocephalus hawaiiensis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Malacocephalus",TRUE,FALSE,FALSE,272391,NA,"Malacocephalus hawaiiensis"
"395","Diaphus trachops","Diaphus trachops","accepted","Diaphus trachops",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272696,NA,"Diaphus trachops"
"396","Suezichthys notatus","Suezichthys notatus","accepted","Suezichthys notatus",NA,"species","Actinopteri","Eupercaria incertae sedis","Labridae","Suezichthys",TRUE,FALSE,FALSE,278743,NA,"Suezichthys notatus"
"397","Lestidiops mirabilis","Lestidiops mirabilis","accepted","Lestidiops mirabilis",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Lestidiops",TRUE,FALSE,FALSE,272093,NA,"Lestidiops mirabilis"
"398","Sebastapistes galactacma","Sebastapistes galactacma","accepted","Sebastapistes galactacma",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Sebastapistes",TRUE,FALSE,FALSE,274761,NA,"Sebastapistes galactacma"
"399","Sladenia remiger","Sladenia remiger","accepted","Sladenia remiger",NA,"species","Actinopteri","Lophiiformes","Lophiidae","Sladenia",TRUE,FALSE,FALSE,282815,NA,"Sladenia remiger"
"400","Eustomias schmidti","Eustomias schmidti","accepted","Eustomias schmidti",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127348,NA,"Eustomias schmidti"
"401","Melamphaes danae","Melamphaes danae","accepted","Melamphaes danae",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Melamphaes",TRUE,FALSE,FALSE,215613,NA,"Melamphaes danae"
"402","Sphagemacrurus gibber","Sphagemacrurus gibber","accepted","Sphagemacrurus gibber",NA,"species","Actinopteri","Gadiformes","Macrouridae","Sphagemacrurus",TRUE,FALSE,FALSE,272439,NA,"Sphagemacrurus gibber"
"403","Brama myersi","Brama myersi","accepted","Brama myersi",NA,"species","Actinopteri","Scombriformes","Bramidae","Brama",TRUE,FALSE,FALSE,273149,NA,"Brama myersi"
"404","Epigonus fragilis","Epigonus fragilis","accepted","Epigonus fragilis",NA,"species","Actinopteri","Acropomatiformes","Epigonidae","Epigonus",TRUE,FALSE,FALSE,273409,NA,"Epigonus fragilis"
"405","Astronesthes quasiindicus","Astronesthes quasiindicus","accepted","Astronesthes quasiindicus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Astronesthes",TRUE,FALSE,FALSE,275035,NA,"Astronesthes quasiindicus"
"406","Mesovagus berryi","Mesobius berryi","unaccepted","Mesobius berryi",NA,"species","Actinopteri","Gadiformes","Macrouridae","Mesobius",TRUE,FALSE,FALSE,277603,NA,"Mesovagus berryi"
"407","Photostomias lucingens","Photostomias lucingens","accepted","Photostomias lucingens",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Photostomias",TRUE,FALSE,FALSE,398367,NA,"Photostomias lucingens"
"408","Phyllophichthus xenodontus","Phyllophichthus xenodontus","accepted","Phyllophichthus xenodontus",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Phyllophichthus",TRUE,FALSE,FALSE,217592,NA,"Phyllophichthus xenodontus"
"409","Hollardia goslinei","Hollardia goslinei","accepted","Hollardia goslinei",NA,"species","Actinopteri","Tetraodontiformes","Triacanthodidae","Hollardia",TRUE,FALSE,FALSE,281083,NA,"Hollardia goslinei"
"410","Uropterygius polyspilus","Uropterygius polyspilus","accepted","Uropterygius polyspilus",NA,"species","Actinopteri","Anguilliformes","Muraenidae","Uropterygius",TRUE,FALSE,FALSE,212040,NA,"Uropterygius polyspilus"
"411","Pristilepis oligolepis","Pristilepis oligolepis","accepted","Pristilepis oligolepis",NA,"species","Actinopteri","Holocentriformes","Holocentridae","Pristilepis",TRUE,FALSE,FALSE,217938,NA,"Pristilepis oligolepis"
"412","Scorpaenopsis brevifrons","Scorpaenopsis brevifrons","accepted","Scorpaenopsis brevifrons",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis",TRUE,FALSE,FALSE,218107,NA,"Scorpaenopsis brevifrons"
"413","Halieutopsis bathyoreos","Halieutopsis bathyoreos","accepted","Halieutopsis bathyoreos",NA,"species","Actinopteri","Lophiiformes","Ogcocephalidae","Halieutopsis",TRUE,FALSE,FALSE,220349,NA,"Halieutopsis bathyoreos"
"414","Ataxolepis henactis","Ataxolepis henactis","accepted","Ataxolepis henactis",NA,"species","Actinopteri","Beryciformes","Cetomimidae","Ataxolepis",TRUE,FALSE,FALSE,272245,NA,"Ataxolepis henactis"
"415","Nansenia pelagica","Nansenia pelagica","accepted","Nansenia pelagica",NA,"species","Actinopteri","Argentiniformes","Microstomatidae","Nansenia",TRUE,FALSE,FALSE,272931,NA,"Nansenia pelagica"
"416","Monognathus rosenblatti","Monognathus rosenblatti","accepted","Monognathus rosenblatti",NA,"species","Actinopteri","Saccopharyngiformes","Monognathidae","Monognathus",TRUE,FALSE,FALSE,274331,NA,"Monognathus rosenblatti"
"417","Solocisquama erythrina","Solocisquama erythrina","accepted","Solocisquama erythrina",NA,"species","Actinopteri","Lophiiformes","Ogcocephalidae","Solocisquama",TRUE,FALSE,FALSE,282828,NA,"Solocisquama erythrina"
"418","Ichthyapus platyrhynchus","Ichthyapus platyrhynchus","accepted","Ichthyapus platyrhynchus",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Ichthyapus",TRUE,FALSE,FALSE,398348,NA,"Ichthyapus platyrhynchus"
"419","Synodus mundyi","Synodus mundyi","accepted","Synodus mundyi",NA,"species","Actinopteri","Aulopiformes","Synodontidae","Synodus",TRUE,FALSE,FALSE,474907,NA,"Synodus mundyi"
"420","Hymenocephalus aterrimus","Hymenocephalus aterrimus","accepted","Hymenocephalus aterrimus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Hymenocephalus",TRUE,FALSE,FALSE,272370,NA,"Hymenocephalus aterrimus"
"421","Alepocephalus blanfordii","Alepocephalus blanfordii","accepted","Alepocephalus blanfordii",NA,"species","Actinopteri","Alepocephaliformes","Alepocephalidae","Alepocephalus",TRUE,FALSE,FALSE,272841,NA,"Alepocephalus blanfordii"
"422","Bathycongrus guttulatus","Bathycongrus guttulatus","accepted","Bathycongrus guttulatus",NA,"species","Actinopteri","Anguilliformes","Congridae","Bathycongrus",TRUE,FALSE,FALSE,276868,NA,"Bathycongrus guttulatus"
"423","Halicampus edmondsoni","Halicampus edmondsoni","accepted","Halicampus edmondsoni",NA,"species","Actinopteri","Syngnathiformes","Syngnathidae","Halicampus",TRUE,FALSE,FALSE,277189,NA,"Halicampus edmondsoni"
"424","Pseudanthias hawaiiensis","Pseudanthias hawaiiensis","accepted","Pseudanthias hawaiiensis",NA,"species","Actinopteri","Perciformes","Serranidae","Pseudanthias",TRUE,FALSE,FALSE,1012511,NA,"Pseudanthias hawaiiensis"
"425","Leptobrotula breviventralis","Leptobrotula breviventralis","accepted","Leptobrotula breviventralis",NA,"species","Actinopteri","Ophidiiformes","Ophidiidae","Leptobrotula",TRUE,FALSE,FALSE,217805,NA,"Leptobrotula breviventralis"
"426","Ostichthys archiepiscopus","Ostichthys archiepiscopus","accepted","Ostichthys archiepiscopus",NA,"species","Actinopteri","Holocentriformes","Holocentridae","Ostichthys",TRUE,FALSE,FALSE,217933,NA,"Ostichthys archiepiscopus"
"427","Ichthyococcus intermedius","Ichthyococcus intermedius","accepted","Ichthyococcus intermedius",NA,"species","Actinopteri","Stomiiformes","Phosichthyidae","Ichthyococcus",TRUE,FALSE,FALSE,274953,NA,"Ichthyococcus intermedius"
"428","Bathophilus schizochirus","Bathophilus schizochirus","accepted","Bathophilus schizochirus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Bathophilus",TRUE,FALSE,FALSE,275049,NA,"Bathophilus schizochirus"
"429","Kelloggella oligolepis","Kelloggella oligolepis","accepted","Kelloggella oligolepis",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Kelloggella",TRUE,FALSE,FALSE,279214,NA,"Kelloggella oligolepis"
"430","Aseraggodes therese","Aseraggodes therese","accepted","Aseraggodes therese",NA,"species","Actinopteri","Pleuronectiformes","Soleidae","Aseraggodes",TRUE,FALSE,FALSE,279743,NA,"Aseraggodes therese"
"431","Platyberyx paucus","Platyberyx paucus","accepted","Platyberyx paucus",NA,"species","Actinopteri","Scombriformes","Caristiidae","Platyberyx",TRUE,FALSE,FALSE,835101,NA,"Platyberyx paucus"
"432","Synodus lobeli","Synodus lobeli","accepted","Synodus lobeli",NA,"species","Actinopteri","Aulopiformes","Synodontidae","Synodus",TRUE,FALSE,FALSE,272131,NA,"Synodus lobeli"
"433","Epigonus glossodontus","Epigonus glossodontus","accepted","Epigonus glossodontus",NA,"species","Actinopteri","Acropomatiformes","Epigonidae","Epigonus",TRUE,FALSE,FALSE,273410,NA,"Epigonus glossodontus"
"434","Eustomias similis","Eustomias similis","accepted","Eustomias similis",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275137,NA,"Eustomias similis"
"435","Opua nephodes","Opua nephodes","accepted","Opua nephodes",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Opua",TRUE,FALSE,FALSE,276978,NA,"Opua nephodes"
"436","Coryphaenoides longicirrhus","Coryphaenoides longicirrhus","accepted","Coryphaenoides longicirrhus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272335,NA,"Coryphaenoides longicirrhus"
"437","Nansenia ahlstromi","Nansenia ahlstromi","accepted","Nansenia ahlstromi",NA,"species","Actinopteri","Argentiniformes","Microstomatidae","Nansenia",TRUE,FALSE,FALSE,272923,NA,"Nansenia ahlstromi"
"438","Rhinopias xenops","Rhinopias xenops","accepted","Rhinopias xenops",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Rhinopias",TRUE,FALSE,FALSE,277219,NA,"Rhinopias xenops"
"439","Scorpaenopsis pluralis","Scorpaenopsis pluralis","accepted","Scorpaenopsis pluralis",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis",TRUE,FALSE,FALSE,277534,NA,"Scorpaenopsis pluralis"
"440","Conger marginatus","Conger marginatus","accepted","Conger marginatus",NA,"species","Actinopteri","Anguilliformes","Congridae","Conger",TRUE,FALSE,FALSE,299452,NA,"Conger marginatus"
"441","Radiicephalus elongatus","Radiicephalus elongatus","accepted","Radiicephalus elongatus",NA,"species","Actinopteri","Lampriformes","Radiicephalidae","Radiicephalus",TRUE,FALSE,FALSE,126524,NA,"Radiicephalus elongatus"
"442","Gigantactis perlatus","Gigantactis perlatus","accepted","Gigantactis perlatus",NA,"species","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis",TRUE,FALSE,FALSE,159157,NA,"Gigantactis perlatus"
"443","Gadomus melanopterus","Gadomus melanopterus","accepted","Gadomus melanopterus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Gadomus",TRUE,FALSE,FALSE,272366,NA,"Gadomus melanopterus"
"444","Nezumia burragei","Nezumia burragei","accepted","Nezumia burragei",NA,"species","Actinopteri","Gadiformes","Macrouridae","Nezumia",TRUE,FALSE,FALSE,272400,NA,"Nezumia burragei"
"445","Brotulotaenia nielseni","Brotulotaenia nielseni","accepted","Brotulotaenia nielseni",NA,"species","Actinopteri","Ophidiiformes","Ophidiidae","Brotulotaenia",TRUE,FALSE,FALSE,272798,NA,"Brotulotaenia nielseni"
"446","Synchiropus hawaiiensis","Synchiropus hawaiiensis","accepted","Synchiropus hawaiiensis",NA,"species","Actinopteri","Callionymiformes","Callionymidae","Synchiropus",TRUE,FALSE,FALSE,273245,NA,"Synchiropus hawaiiensis"
"447","Eustomias deofamiliaris","Eustomias deofamiliaris","accepted","Eustomias deofamiliaris",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275087,NA,"Eustomias deofamiliaris"
"448","Priolepis limbatosquamis","Priolepis limbatosquamis","accepted","Priolepis limbatosquamis",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Priolepis",TRUE,FALSE,FALSE,276771,NA,"Priolepis limbatosquamis"
"449","Pycnocraspedum armatum","Pycnocraspedum armatum","accepted","Pycnocraspedum armatum",NA,"species","Actinopteri","Ophidiiformes","Ophidiidae","Pycnocraspedum",TRUE,FALSE,FALSE,276910,NA,"Pycnocraspedum armatum"
"450","Coelorinchus spilonotus","Coelorinchus spilonotus","accepted","Coelorinchus spilonotus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coelorinchus",TRUE,FALSE,FALSE,280344,NA,"Coelorinchus spilonotus"
"451","Roa excelsa","Roa excelsa","accepted","Roa excelsa",NA,"species","Actinopteri","Acanthuriformes","Chaetodontidae","Roa",TRUE,FALSE,FALSE,321097,NA,"Roa excelsa"
"452","Scopeloberyx pequenoi","Scopeloberyx pequenoi","accepted","Scopeloberyx pequenoi",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Scopeloberyx",TRUE,FALSE,FALSE,388864,NA,"Scopeloberyx pequenoi"
"453","Eustomias simplex","Eustomias simplex","accepted","Eustomias simplex",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127349,NA,"Eustomias simplex"
"454","Gymnothorax prismodon","Gymnothorax prismodon","accepted","Gymnothorax prismodon",NA,"species","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax",TRUE,FALSE,FALSE,271875,NA,"Gymnothorax prismodon"
"455","Minyichthys brachyrhinus","Minyichthys brachyrhinus","accepted","Minyichthys brachyrhinus",NA,"species","Actinopteri","Syngnathiformes","Syngnathidae","Minyichthys",TRUE,FALSE,FALSE,275214,NA,"Minyichthys brachyrhinus"
"456","Halieutopsis margaretae","Halieutopsis margaretae","accepted","Halieutopsis margaretae",NA,"species","Actinopteri","Lophiiformes","Ogcocephalidae","Halieutopsis",TRUE,FALSE,FALSE,278804,NA,"Halieutopsis margaretae"
"457","Rhynchactis leptonema","Rhynchactis leptonema","accepted","Rhynchactis leptonema",NA,"species","Actinopteri","Lophiiformes","Gigantactinidae","Rhynchactis",TRUE,FALSE,FALSE,282607,NA,"Rhynchactis leptonema"
"458","Synchiropus corallinus","Synchiropus corallinus","accepted","Synchiropus corallinus",NA,"species","Actinopteri","Callionymiformes","Callionymidae","Synchiropus",TRUE,FALSE,FALSE,302274,NA,"Synchiropus corallinus"
"459","Typhlonus nasus","Typhlonus nasus","accepted","Typhlonus nasus",NA,"species","Actinopteri","Ophidiiformes","Ophidiidae","Typhlonus",TRUE,FALSE,FALSE,158777,NA,"Typhlonus nasus"
"460","Eustomias achirus","Eustomias achirus","accepted","Eustomias achirus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,158848,NA,"Eustomias achirus"
"461","Nezumia propinqua","Nezumia propinqua","accepted","Nezumia propinqua",NA,"species","Actinopteri","Gadiformes","Macrouridae","Nezumia",TRUE,FALSE,FALSE,217778,NA,"Nezumia propinqua"
"462","Gymnothorax polyspondylus","Gymnothorax polyspondylus","accepted","Gymnothorax polyspondylus",NA,"species","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax",TRUE,FALSE,FALSE,271870,NA,"Gymnothorax polyspondylus"
"463","Nettenchelys gephyra","Nettenchelys gephyra","accepted","Nettenchelys gephyra",NA,"species","Actinopteri","Anguilliformes","Nettastomatidae","Nettenchelys",TRUE,FALSE,FALSE,281738,NA,"Nettenchelys gephyra"
"464","Pseudocetonurus septifer","Pseudocetonurus septifer","accepted","Pseudocetonurus septifer",NA,"species","Actinopteri","Gadiformes","Macrouridae","Pseudocetonurus",TRUE,FALSE,FALSE,282416,NA,"Pseudocetonurus septifer"
"465","Chiasmodon asper","Chiasmodon asper","accepted","Chiasmodon asper",NA,"species","Actinopteri","Scombriformes","Chiasmodontidae","Chiasmodon",TRUE,FALSE,FALSE,712794,NA,"Chiasmodon asper"
"466","Lampanyctus gibbsi","Lampanyctus gibbsi","accepted","Lampanyctus gibbsi",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,1525479,NA,"Lampanyctus gibbsi"
"467","Eustomias ioani","Eustomias ioani","accepted","Eustomias ioani",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275101,NA,"Eustomias ioani"
"468","Poromitra rugosa","Poromitra rugosa","accepted","Poromitra rugosa",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Poromitra",TRUE,FALSE,FALSE,474953,NA,"Poromitra rugosa"
